0345,03B9,C
0370,0371,C
0372,0373,C
0376,0377,C
037F,03F3,C
0386,03AC,C
0388,03AD,C
0389,03AE,C
038A,03AF,C
038C,03CC,C
038E,03CD,C
038F,03CE,C
0390,"03B9 0308 0301",F
0391,03B1,C
0392,03B2,C
0393,03B3,C
0394,03B4,C
0395,03B5,C
0396,03B6,C
0397,03B7,C
0398,03B8,C
0399,03B9,C
039A,03BA,C
039B,03BB,C
039C,03BC,C
039D,03BD,C
039E,03BE,C
039F,03BF,C
03A0,03C0,C
03A1,03C1,C
03A3,03C3,C
03A4,03C4,C
03A5,03C5,C
03A6,03C6,C
03A7,03C7,C
03A8,03C8,C
03A9,03C9,C
03AA,03CA,C
03AB,03CB,C
03B0,"03C5 0308 0301",F
03C2,03C3,C
03CF,03D7,C
03D0,03B2,C
03D1,03B8,C
03D5,03C6,C
03D6,03C0,C
03D8,03D9,C
03DA,03DB,C
03DC,03DD,C
03DE,03DF,C
03E0,03E1,C
03F0,03BA,C
03F1,03C1,C
03F4,03B8,C
03F5,03B5,C
03F7,03F8,C
03F9,03F2,C
03FA,03FB,C
03FD,037B,C
03FE,037C,C
03FF,037D,C
1F08,1F00,C
1F09,1F01,C
1F0A,1F02,C
1F0B,1F03,C
1F0C,1F04,C
1F0D,1F05,C
1F0E,1F06,C
1F0F,1F07,C
1F18,1F10,C
1F19,1F11,C
1F1A,1F12,C
1F1B,1F13,C
1F1C,1F14,C
1F1D,1F15,C
1F28,1F20,C
1F29,1F21,C
1F2A,1F22,C
1F2B,1F23,C
1F2C,1F24,C
1F2D,1F25,C
1F2E,1F26,C
1F2F,1F27,C
1F38,1F30,C
1F39,1F31,C
1F3A,1F32,C
1F3B,1F33,C
1F3C,1F34,C
1F3D,1F35,C
1F3E,1F36,C
1F3F,1F37,C
1F48,1F40,C
1F49,1F41,C
1F4A,1F42,C
1F4B,1F43,C
1F4C,1F44,C
1F4D,1F45,C
1F50,"03C5 0313",F
1F52,"03C5 0313 0300",F
1F54,"03C5 0313 0301",F
1F56,"03C5 0313 0342",F
1F59,1F51,C
1F5B,1F53,C
1F5D,1F55,C
1F5F,1F57,C
1F68,1F60,C
1F69,1F61,C
1F6A,1F62,C
1F6B,1F63,C
1F6C,1F64,C
1F6D,1F65,C
1F6E,1F66,C
1F6F,1F67,C
1F80,"1F00 03B9",F
1F81,"1F01 03B9",F
1F82,"1F02 03B9",F
1F83,"1F03 03B9",F
1F84,"1F04 03B9",F
1F85,"1F05 03B9",F
1F86,"1F06 03B9",F
1F87,"1F07 03B9",F
1F88,"1F00 03B9",F
1F88,1F80,S
1F89,"1F01 03B9",F
1F89,1F81,S
1F8A,"1F02 03B9",F
1F8A,1F82,S
1F8B,"1F03 03B9",F
1F8B,1F83,S
1F8C,"1F04 03B9",F
1F8C,1F84,S
1F8D,"1F05 03B9",F
1F8D,1F85,S
1F8E,"1F06 03B9",F
1F8E,1F86,S
1F8F,"1F07 03B9",F
1F8F,1F87,S
1F90,"1F20 03B9",F
1F91,"1F21 03B9",F
1F92,"1F22 03B9",F
1F93,"1F23 03B9",F
1F94,"1F24 03B9",F
1F95,"1F25 03B9",F
1F96,"1F26 03B9",F
1F97,"1F27 03B9",F
1F98,"1F20 03B9",F
1F98,1F90,S
1F99,"1F21 03B9",F
1F99,1F91,S
1F9A,"1F22 03B9",F
1F9A,1F92,S
1F9B,"1F23 03B9",F
1F9B,1F93,S
1F9C,"1F24 03B9",F
1F9C,1F94,S
1F9D,"1F25 03B9",F
1F9D,1F95,S
1F9E,"1F26 03B9",F
1F9E,1F96,S
1F9F,"1F27 03B9",F
1F9F,1F97,S
1FA0,"1F60 03B9",F
1FA1,"1F61 03B9",F
1FA2,"1F62 03B9",F
1FA3,"1F63 03B9",F
1FA4,"1F64 03B9",F
1FA5,"1F65 03B9",F
1FA6,"1F66 03B9",F
1FA7,"1F67 03B9",F
1FA8,"1F60 03B9",F
1FA8,1FA0,S
1FA9,"1F61 03B9",F
1FA9,1FA1,S
1FAA,"1F62 03B9",F
1FAA,1FA2,S
1FAB,"1F63 03B9",F
1FAB,1FA3,S
1FAC,"1F64 03B9",F
1FAC,1FA4,S
1FAD,"1F65 03B9",F
1FAD,1FA5,S
1FAE,"1F66 03B9",F
1FAE,1FA6,S
1FAF,"1F67 03B9",F
1FAF,1FA7,S
1FB2,"1F70 03B9",F
1FB3,"03B1 03B9",F
1FB4,"03AC 03B9",F
1FB6,"03B1 0342",F
1FB7,"03B1 0342 03B9",F
1FB8,1FB0,C
1FB9,1FB1,C
1FBA,1F70,C
1FBB,1F71,C
1FBC,"03B1 03B9",F
1FBC,1FB3,S
1FBE,03B9,C
1FC2,"1F74 03B9",F
1FC3,"03B7 03B9",F
1FC4,"03AE 03B9",F
1FC6,"03B7 0342",F
1FC7,"03B7 0342 03B9",F
1FC8,1F72,C
1FC9,1F73,C
1FCA,1F74,C
1FCB,1F75,C
1FCC,"03B7 03B9",F
1FCC,1FC3,S
1FD2,"03B9 0308 0300",F
1FD3,"03B9 0308 0301",F
1FD6,"03B9 0342",F
1FD7,"03B9 0308 0342",F
1FD8,1FD0,C
1FD9,1FD1,C
1FDA,1F76,C
1FDB,1F77,C
1FE2,"03C5 0308 0300",F
1FE3,"03C5 0308 0301",F
1FE4,"03C1 0313",F
1FE6,"03C5 0342",F
1FE7,"03C5 0308 0342",F
1FE8,1FE0,C
1FE9,1FE1,C
1FEA,1F7A,C
1FEB,1F7B,C
1FEC,1FE5,C
1FF2,"1F7C 03B9",F
1FF3,"03C9 03B9",F
1FF4,"03CE 03B9",F
1FF6,"03C9 0342",F
1FF7,"03C9 0342 03B9",F
1FF8,1F78,C
1FF9,1F79,C
1FFA,1F7C,C
1FFB,1F7D,C
1FFC,"03C9 03B9",F
1FFC,1FF3,S
